created_at,retweet_count,sentiment,followers_count,verified
1523051459,4881,0.5,56,0
1523051459,0,0.5,465,0
1523051458,0,0.5,7460,0
1523051458,48,0.5,661,0
1523051457,48,0.5,677,0
1523051454,3,0.5,9,0
1523051457,1247,0.5,619,0
1523051456,491,0.5,0,0
1523051453,12,0.5,31,0
1523051453,1982,0.5,17,0
1523051459,0,0.5,465,0
1523051459,4882,0.5,56,0
1523051458,0,0.5,7460,0
1523051458,48,0.5,661,0
1523051457,48,0.5,677,0
1523051457,1247,0.5,619,0
1523051456,489,0.5,0,0
1523051454,3,0.5,9,0
1523051453,12,0.5,31,0
1523051453,643,0.5,2,0
1523051449,3433,0.5,235,0
1523051445,0,0.5,7960,0
1523051445,0,0.5,339,0
1523051444,0,0.5,5,0
1523051459,0,0.5,465,0
1523051459,4881,0.5,56,0
1523051458,0,0.5,7460,0
1523051458,48,0.5,661,0
1523051457,48,0.5,677,0
1523051457,1247,0.5,619,0
1523051456,489,0.5,0,0
1523051453,12,0.5,31,0
1523051453,1982,0.5,17,0
1523051453,643,0.5,2,0
1523051449,3433,0.5,235,0
1523051447,1,0.5,184,0
1523051447,489,0.5,1,0
1523051445,0,0.5,7960,0
1523051444,2059,0.5,17,0
1523051443,47,0.5,12,0
1523051459,4881,0.5,56,0
1523051458,0,0.5,7460,0
1523051456,490,0.5,0,0
1523051454,3,0.5,9,0
1523051453,1982,0.5,17,0
1523051453,643,0.5,2,0
1523051459,0,0.5,465,0
1523051459,4881,0.5,56,0
1523051458,0,0.5,7460,0
1523051459,4882,0.5,56,0
1523051458,0,0.5,7460,0
1523051458,48,0.5,661,0
1523051457,1247,0.5,619,0
1523051454,3,0.5,9,0
1523051453,12,0.5,31,0
1523051453,12,0.5,31,0
1523051449,3433,0.5,235,0
1523051447,489,0.5,1,0
1523051459,4882,0.5,56,0
1523051458,48,0.5,661,0
1523051454,3,0.5,9,0
1523051445,0,0.5,339,0
1523051443,47,0.5,12,0
1523051459,4881,0.5,56,0
1523051453,12,0.5,31,0
1523051458,48,0.5,661,0
1523051457,48,0.5,677,0
1523051457,1247,0.5,619,0
1523051456,490,0.5,0,0
1523051454,3,0.5,9,0
1523051453,12,0.5,31,0
1523051449,3433,0.5,235,0
1523051447,490,0.5,1,0
1523051445,0,0.5,339,0
1523051444,0,0.5,5,0
1523051444,2059,0.5,17,0
1523051443,47,0.5,12,0
1523051459,0,0.5,465,0
1523051458,0,0.5,7460,0
1523051453,1982,0.5,17,0
1523051453,643,0.5,2,0
1523051445,0,0.5,7960,0
1523051459,4881,0.5,56,0
1523051459,0,0.5,465,0
1523051459,4882,0.5,56,0
1523051453,1982,0.5,17,0
1523051447,1,0.5,184,0
1523051447,489,0.5,1,0
1523051457,1247,0.5,619,0
1523051454,3,0.5,9,0
1523051445,0,0.5,339,0
1523051444,0,0.5,5,0
1523051459,0,0.5,465,0
1523051459,4881,0.5,56,0
1523051458,0,0.5,7460,0
1523051458,48,0.5,661,0
1523051457,48,0.5,677,0
1523051457,1247,0.5,619,0
1523051456,489,0.5,0,0
1523051454,3,0.5,9,0
1523051453,1982,0.5,17,0
1523051453,643,0.5,2,0
1523051449,3433,0.5,235,0
1523051447,1,0.5,184,0
1523051447,489,0.5,1,0
1523051445,0,0.5,7960,0
1523051445,0,0.5,339,0
1523051444,0,0.5,5,0
1523051444,2059,0.5,17,0
1523051443,47,0.5,12,0
1523051458,48,0.5,661,0
1523051457,48,0.5,677,0
1523051457,1247,0.5,619,0
1523051449,3433,0.5,235,0
1523051458,48,0.5,661,0
1523051458,0,0.5,7460,0
1523051459,0,0.5,465,0
1523051459,4881,0.5,56,0
1523051458,0,0.5,7460,0
1523051458,48,0.5,661,0
1523051457,48,0.5,677,0
1523051457,1247,0.5,619,0
1523051456,491,0.5,0,0
1523051454,3,0.5,9,0
1523051453,12,0.5,31,0
1523051453,1982,0.5,17,0
1523051459,0,0.5,465,0
1523051459,4881,0.5,56,0
1523051457,1247,0.5,619,0
1523051454,3,0.5,9,0
1523051453,643,0.5,2,0
1523051449,3433,0.5,235,0
1523051458,0,0.5,7460,0
1523051457,48,0.5,677,0
1523051456,490,0.5,0,0
1523051454,3,0.5,9,0
1523051453,12,0.5,31,0
1523051453,1982,0.5,17,0
1523051449,3433,0.5,235,0
1523051447,490,0.5,1,0
1523051445,0,0.5,339,0
1523051443,47,0.5,12,0
1523051459,0,0.5,465,0
1523051459,4881,0.5,56,0
1523051458,0,0.5,7460,0
1523051459,4882,0.5,56,0
1523051459,0,0.5,465,0
1523051459,4881,0.5,56,0
1523051459,0,0.5,465,0
1523051458,48,0.5,661,0
1523051457,48,0.5,677,0
1523051457,1247,0.5,619,0
1523051456,491,0.5,0,0
1523051454,3,0.5,9,0
1523051453,12,0.5,31,0
1523051453,1982,0.5,17,0
1523051453,643,0.5,2,0
1523051449,3433,0.5,235,0
1523051447,1,0.5,184,0
1523051447,491,0.5,1,0
1523051445,0,0.5,7960,0
1523051445,0,0.5,339,0
1523051449,3433,0.5,235,0
1523051447,1,0.5,184,0
1523051445,0,0.5,339,0
1523051444,2059,0.5,17,0
1523051443,47,0.5,12,0
1523051459,0,0.5,465,0
1523051459,4881,0.5,56,0
1523051458,0,0.5,7460,0
1523051458,48,0.5,661,0
1523051457,48,0.5,677,0
1523051457,1247,0.5,619,0
1523051456,490,0.5,0,0
1523051454,3,0.5,9,0
1523051453,1982,0.5,17,0
1523051453,643,0.5,2,0
1523051449,3433,0.5,235,0
1523051445,0,0.5,339,0
1523051444,2059,0.5,17,0
1523051443,47,0.5,12,0
1523051458,0,0.5,7460,0
1523051459,4882,0.5,56,0
1523051457,48,0.5,677,0
1523051457,1247,0.5,619,0
1523051456,491,0.5,0,0
1523051454,3,0.5,9,0
1523051453,12,0.5,31,0
1523051453,1982,0.5,17,0
1523051449,3433,0.5,235,0
1523051447,1,0.5,184,0
1523051447,491,0.5,1,0
1523051444,0,0.5,5,0
1523051457,1247,0.5,619,0
1523051458,0,0.5,7460,0
1523051454,3,0.5,9,0
1523051453,643,0.5,2,0
1523051449,3433,0.5,235,0
1523051444,2059,0.5,17,0
1523051443,47,0.5,12,0
1523051453,12,0.5,31,0
1523051453,1982,0.5,17,0
1523051459,0,0.5,465,0
1523051459,4882,0.5,56,0
1523051458,0,0.5,7460,0
1523051458,48,0.5,661,0
1523051457,48,0.5,677,0
1523051457,1247,0.5,619,0
1523051456,493,0.5,0,0
1523051453,12,0.5,31,0
1523051447,1,0.5,184,0
1523051447,490,0.5,1,0
1523051445,0,0.5,7960,0
1523051444,0,0.5,5,0
1523051459,0,0.5,465,0
1523051458,0,0.5,7460,0
1523051458,48,0.5,661,0
1523051453,643,0.5,2,0
1523051453,12,0.5,31,0
1523051453,1982,0.5,17,0
1523051453,643,0.5,2,0
1523051447,1,0.5,184,0
1523051447,1,0.5,184,0
1523051459,0,0.5,465,0
1523051459,4881,0.5,56,0
1523051458,48,0.5,661,0
1523051457,1247,0.5,619,0
1523051453,643,0.5,2,0
1523051447,1,0.5,184,0
1523051445,0,0.5,7960,0
1523051444,0,0.5,5,0
1523051444,2059,0.5,17,0
1523051459,0,0.5,465,0
1523051458,0,0.5,7460,0
1523051459,4882,0.5,56,0
1523051457,1247,0.5,619,0
